english_name,korean_name,image_url
Sion,사이온,https://cdn.discordapp.com/attachments/1380885275382648914/1380932812471009350/Sion.png?ex=6845ad66&is=68445be6&hm=b852e3727bb8740f0f21c25b3d8627c188e617617f52e52c65ff0c00de2a8796&
Sivir,시비르,https://cdn.discordapp.com/attachments/1380885275382648914/1380932812726734971/Sivir.png?ex=6845ad67&is=68445be7&hm=31a68f8141e1e522edad86176673f6c3cee2834d0293dcff2f07c68c72408504&
Skarner,스카너,https://cdn.discordapp.com/attachments/1380885275382648914/1380932812961611858/Skarner.png?ex=6845ad67&is=68445be7&hm=143b50c71485acb4a6a0254549c103a83685d7aea1cd2844bdb7eab260aca279&
Smolder,스몰더,https://cdn.discordapp.com/attachments/1380885275382648914/1380932813171200092/Smolder.png?ex=6845ad67&is=68445be7&hm=43343b550f3c1a8699e3a44f075184d9609174e77d300b9537d2cbb18efba327&
Sona,소나,https://cdn.discordapp.com/attachments/1380885275382648914/1380932813381177474/Sona.png?ex=6845ad67&is=68445be7&hm=4c3ede3593bc41ed7c5866514274b44f6db98df5ad11729cf4d0ca1986c99a18&
Soraka,소라카,https://cdn.discordapp.com/attachments/1380885275382648914/1380932813611860008/Soraka.png?ex=6845ad67&is=68445be7&hm=9b3e7e79df6d9b906d888f588c4cccd13f3e03243a8418cd12300da200b49b5c&
Swain,스웨인,https://cdn.discordapp.com/attachments/1380885275382648914/1380932813842284564/Swain.png?ex=6845ad67&is=68445be7&hm=9ae884246f8fb1942a7dd278e20b31a9a4c735293959a5bf24e1aa175d7c31a9&
Sylas,사일러스,https://cdn.discordapp.com/attachments/1380885275382648914/1380932811468439692/Sylas.png?ex=6845ad66&is=68445be6&hm=ba0362f3df38842f2a7036bb66bbe874ad7100d9930e3b08ac178bd976bf9208&
Syndra,신드라,https://cdn.discordapp.com/attachments/1380885275382648914/1380932962325106760/Syndra.png?ex=6845ad8a&is=68445c0a&hm=bcc6d045641f21186d92ea719b0d4018dc48b5b25f7317be3c317c68e745c7a6&
Tahm_Kench,탐 켄치,https://cdn.discordapp.com/attachments/1380885275382648914/1380932962576498759/Tahm_Kench.png?ex=6845ad8a&is=68445c0a&hm=06c0e973aa0fba01204c1811fa4e7a8bfb234daf93ce94619789b5db32a2bb40&
Taliyah,탈리야,https://cdn.discordapp.com/attachments/1380885275382648914/1380932962844938260/Taliyah.png?ex=6845ad8a&is=68445c0a&hm=a4711f42ce738046e1a3667d40ca55388dd76a418e026dde40538d5f2f0e9c4a&
Talon,탈론,https://cdn.discordapp.com/attachments/1380885275382648914/1380932963080081498/Talon.png?ex=6845ad8a&is=68445c0a&hm=4c5a8aa5df74f0c4521c2889803b8f70c76f8b5786fab8aa0c47d00bf71d92c8&
Taric,타릭,https://cdn.discordapp.com/attachments/1380885275382648914/1380932963314696333/Taric.png?ex=6845ad8a&is=68445c0a&hm=810f39d6d30dd97104a624d39d1f2fd4a4ceb12d3d6851be35d4c7f850243798&
Teemo,티모,https://cdn.discordapp.com/attachments/1380885275382648914/1380932963683799140/Teemo.png?ex=6845ad8b&is=68445c0b&hm=a49ea858ca065286c36eda751e23929dead532ad81283247d7751b0d436bc18e&
Thresh,쓰레쉬,https://cdn.discordapp.com/attachments/1380885275382648914/1380932963981856880/Thresh.png?ex=6845ad8b&is=68445c0b&hm=3e47d7aa3a332c1cf9e348f98224375e43980ccfcb7ff6362ffde07e899a2e3b&
Tristana,트리스타나,https://cdn.discordapp.com/attachments/1380885275382648914/1380932964266934473/Tristana.png?ex=6845ad8b&is=68445c0b&hm=1e0ef38eefc59c27b959fcd350b788b5a40dc7c0bd2f6a6c2bfa284d649c4e11&
Trundle,트런들,https://cdn.discordapp.com/attachments/1380885275382648914/1380932964510208111/Trundle.png?ex=6845ad8b&is=68445c0b&hm=8e72f646ae60966bf1ea4499ab581dfa72d8e5089ad055635828d245e10d75be&
Tryndamere,트린다미어,https://cdn.discordapp.com/attachments/1380885275382648914/1380932962085769346/Tryndamere.png?ex=6845ad8a&is=68445c0a&hm=c14da1dd21e14c4e1b064ad3f4ef93d99bc58c13d3720bc051d796f744e6672f&
Twisted_Fate,트위스티드 페이트,https://cdn.discordapp.com/attachments/1380885275382648914/1380933103165378712/Twisted_Fate.png?ex=6845adac&is=68445c2c&hm=6cf4e48b9fc4bebfc8b822d321f4fffa6e695270741abb49d8056162edc9f48b&
Twitch,트위치,https://cdn.discordapp.com/attachments/1380885275382648914/1380933103719157812/Twitch.png?ex=6845adac&is=68445c2c&hm=d9aeb8c37a9d5e556fa57f2656c9f91bd0eb0404d934f45ed77330292b18d6f8&
Udyr,우디르,https://cdn.discordapp.com/attachments/1380885275382648914/1380933104079736862/Udyr.png?ex=6845adac&is=68445c2c&hm=9c2c6551fe7380aefeb56a00a84c05c3a7d04acef2cd470a71471b5e102f9bb8&
Urgot,우르곳,https://cdn.discordapp.com/attachments/1380885275382648914/1380933104658812938/Urgot.png?ex=6845adac&is=68445c2c&hm=0c7485ada0a4f1877646835dbacb04c1ed5fec0adffde8a62082f646af762822&
Varus,바루스,https://cdn.discordapp.com/attachments/1380885275382648914/1380933104998285372/Varus.png?ex=6845adac&is=68445c2c&hm=87ae0e0060718526c205410557f29971327f7c8f558f5a2dcb066f84e6f52eb2&
Vayne,베인,https://cdn.discordapp.com/attachments/1380885275382648914/1380933105296085177/Vayne.png?ex=6845adac&is=68445c2c&hm=163e89861951ab5c29cf8827494a2e3f7718b50503f6cb7ce05569d5bead6319&
Veigar,베이가,https://cdn.discordapp.com/attachments/1380885275382648914/1380933105602531358/Veigar.png?ex=6845adac&is=68445c2c&hm=fa7c059ac4e7acbce7a70bad47eff148455cf0ffd9397f0e96494304a863998a&
Vel_Koz,벨코즈,https://cdn.discordapp.com/attachments/1380885275382648914/1380933105883287824/Vel_Koz.png?ex=6845adac&is=68445c2c&hm=8dc478ea4f3c3fa89c856d920afaa6da6b7d934b74628638a945cf3a1ff2ed18&
Vex,벡스,https://cdn.discordapp.com/attachments/1380885275382648914/1380933106135203951/Vex.png?ex=6845adac&is=68445c2c&hm=b273a80f4618df579d36468d2c1ed62bedce55545c4a34f373b92aee083c45f9&
Vi,바이,https://cdn.discordapp.com/attachments/1380885275382648914/1380933102796538047/Vi.png?ex=6845adac&is=68445c2c&hm=bb864b473ae66083d417caafc66f013e31007c521afb73c122b7473c22383610&
Viego,비에고,https://cdn.discordapp.com/attachments/1380885275382648914/1380933245847339079/Viego.png?ex=6845adce&is=68445c4e&hm=1cfa03ee6b0fbaf1979319c805c105310afb06724bc0befe3935790b87b356de&
Viktor,빅토르,https://cdn.discordapp.com/attachments/1380885275382648914/1380933246124298310/Viktor.png?ex=6845adce&is=68445c4e&hm=3423bf1ed4d4fe43ce6996cdfdcd8d1e39ec416291f75378dda2214099a4e4ee&
Vladimir,블라디미르,https://cdn.discordapp.com/attachments/1380885275382648914/1380933246367436965/Vladimir.png?ex=6845adce&is=68445c4e&hm=cecaece3c20f7b400da6d0fc0662b49479337fe83951b203c4ae2bf2d4e35f93&
Volibear,볼리베어,https://cdn.discordapp.com/attachments/1380885275382648914/1380933246673616996/Volibear.png?ex=6845adce&is=68445c4e&hm=099979e0813f79be16f0daba785aab94f8fce39d2ff02581e71c21d751f69f9f&
Warwick,워윅,https://cdn.discordapp.com/attachments/1380885275382648914/1380933247059628092/Warwick.png?ex=6845adce&is=68445c4e&hm=3660583167be99c30fb07c0a7db502f2b654f30a013c92d4ba924b9b0b02ffc1&
Wukong,오공,https://cdn.discordapp.com/attachments/1380885275382648914/1380933247302762666/Wukong.png?ex=6845adce&is=68445c4e&hm=8e9d991e9ae4a227bf57f760db1d430bcf880c9fab8d2d7c9103431c09fce405&
Xayah,자야,https://cdn.discordapp.com/attachments/1380885275382648914/1380933247697158244/Xayah.png?ex=6845adce&is=68445c4e&hm=3f5afcd326d9b2e97bbdd0cef1d8d44dbc3e297650d1b1b119f926bb9dfd4180&
Xerath,제라스,https://cdn.discordapp.com/attachments/1380885275382648914/1380933247986434210/Xerath.png?ex=6845adce&is=68445c4e&hm=4ff1d78ddfa4b84e84ca11695f0169ae2f885d53a4c0bf9f6da08d290f4c4977&
Xin_Zhao,신 짜오,https://cdn.discordapp.com/attachments/1380885275382648914/1380933248242417734/Xin_Zhao.png?ex=6845adce&is=68445c4e&hm=c3cf7e6fb44f3d5c06b92e5126c918127bc0d9d347bfeba7c5ea2ee3e57e871f&
Yasuo,야스오,https://cdn.discordapp.com/attachments/1380885275382648914/1380933245595811850/Yasuo.png?ex=6845adce&is=68445c4e&hm=e1bdc51ffa412d0ce7ea287cbc6149a6091c612a16248a6d3f3f023f51de2035&
Yone,요네,https://cdn.discordapp.com/attachments/1380885275382648914/1380933441406636032/Yone.png?ex=6845adfc&is=68445c7c&hm=f5edf6d13961ed0533f0835a1376de488c90d315ebe671387e89957af6a70cb0&
Yorick,요릭,https://cdn.discordapp.com/attachments/1380885275382648914/1380933441826062448/Yorick.png?ex=6845adfd&is=68445c7d&hm=1b70cde570a92cef5f40ffbb3cb72d6e0e670b5a8d93fca7d36a6ab3ce5106d6&
Yuumi,유미,https://cdn.discordapp.com/attachments/1380885275382648914/1380933442312867951/Yuumi.png?ex=6845adfd&is=68445c7d&hm=aa080d5152f8087c016ef4a7a6e7666ed89b0932114cda46765638317b37b3de&
Zac,자크,https://cdn.discordapp.com/attachments/1380885275382648914/1380933442589556746/Zac.png?ex=6845adfd&is=68445c7d&hm=3bc9f7466b9e40c1fb799e0fbf7ac8407bff1b60d139ef9ad0d164d5b0c941ea&
Zed,제드,https://cdn.discordapp.com/attachments/1380885275382648914/1380933442791014420/Zed.png?ex=6845adfd&is=68445c7d&hm=c09330d822ae33bfd1b9b9efaba4bbd656b85379c8e5dc95f8542aebd2ae587e&
Zeri,제리,https://cdn.discordapp.com/attachments/1380885275382648914/1380933443013316748/Zeri.png?ex=6845adfd&is=68445c7d&hm=67e2fa9266dee3d78ce2853dda982d60a23ed170b5eab02a8a0c5ebcba9dc864&
Ziggs,직스,https://cdn.discordapp.com/attachments/1380885275382648914/1380933443235479683/Ziggs.png?ex=6845adfd&is=68445c7d&hm=5d7d3b10d1bd9dd92fa27b9d989f07a9ca2b462b509e162264784756a8150ac0&
Zilean,질리언,https://cdn.discordapp.com/attachments/1380885275382648914/1380933443466297444/Zilean.png?ex=6845adfd&is=68445c7d&hm=25d5325f50b45e795eac25ef4e52cbecf4f6368083b142a762774b75f71c43c2&
Zoe,조이,https://cdn.discordapp.com/attachments/1380885275382648914/1380933443776679946/Zoe.png?ex=6845adfd&is=68445c7d&hm=ada233d0c3e1a1ac2013dfb8b8f5b315633b76da3cc929741e2a6078bd3510bf&
Zyra,자이라,https://cdn.discordapp.com/attachments/1380885275382648914/1380933441104642179/Zyra.png?ex=6845adfc&is=68445c7c&hm=82eb918bdc6fc9640a1e108eb50640806e4e6096ecb7d2acac60fa02f55a46e6&
